;Client_ID;Age;Region;Secteur_Activite;Revenu_Mensuel;Montant_Credit;Duree_Mois;Taux_Interet;Nb_Credits_Anterieurs;Garantie;Retard_Paiement_Jours;Statut_Credit
291;CLI0292;51;Thiès;Commerce;373000;1000000;36;8,01;1;Immobilière;8;Bon
292;CLI0293;59;Dakar;Agriculture;472000;2000000;24;15,29;2;Immobilière;41;Bon
293;CLI0294;59;Dakar;Industrie;548000;10000000;12;17,67;2;Mobilière;4;Bon
294;CLI0295;29;Saint-Louis;Agriculture;459000;5000000;60;10,24;5;Mobilière;2;Bon
295;CLI0296;48;Ziguinchor;Industrie;457000;5000000;48;14,63;2;Mobilière;13;Bon
296;CLI0297;48;Dakar;Commerce;324000;2000000;60;15,42;1;Caution;52;Douteux
297;CLI0298;55;Thiès;BTP;331000;1000000;48;16,48;5;Caution;7;Bon
298;CLI0299;42;Kaolack;Agriculture;198000;2000000;36;12,23;0;;1;Bon
299;CLI0300;51;Dakar;BTP;765000;2000000;48;11,03;0;Immobilière;6;Douteux
300;CLI0301;54;Dakar;Industrie;226000;500000;36;11,25;3;Mobilière;11;Bon
301;CLI0302;49;Saint-Louis;Agriculture;325000;10000000;12;15,13;3;Immobilière;3;Douteux
302;CLI0303;;Ziguinchor;Services;321000;5000000;48;16,17;1;Immobilière;16;Douteux
303;CLI0304;26;Kaolack;BTP;611000;1000000;60;9,82;4;Immobilière;91;Bon
304;CLI0305;40;Thiès;Agriculture;397000;5000000;36;11,71;0;Immobilière;9;Douteux
305;CLI0306;25;Kaolack;BTP;675000;5000000;60;17,02;3;Mobilière;7;Bon
306;CLI0307;56;Thiès;Agriculture;329000;10000000;24;16,07;0;Caution;8;Contentieux
307;CLI0308;38;Ziguinchor;Commerce;500000;5000000;36;17,85;1;Immobilière;2;Bon
308;CLI0309;49;Thiès;BTP;300000;5000000;48;15,54;1;Caution;32;Contentieux
309;CLI0310;51;Saint-Louis;Services;836000;2000000;36;11,93;4;Mobilière;8;Douteux
310;CLI0311;50;Saint-Louis;Services;236000;10000000;60;13,91;4;Immobilière;7;Bon
311;CLI0312;27;Saint-Louis;Industrie;506000;500000;12;14,61;5;Mobilière;16;Bon
312;CLI0313;56;Saint-Louis;Agriculture;564000;1000000;36;8,78;1;Immobilière;9;Contentieux
313;CLI0314;62;Kaolack;BTP;524000;5000000;48;13,44;3;Mobilière;16;Douteux
314;CLI0315;58;Ziguinchor;Industrie;417000;1000000;24;15,09;0;Mobilière;1;Bon
315;CLI0316;45;Thiès;BTP;427000;500000;12;9,67;2;Immobilière;25;Douteux
316;CLI0317;50;Thiès;Agriculture;458000;1000000;24;15,81;4;Immobilière;42;Bon
317;CLI0318;52;Saint-Louis;Services;424000;500000;36;13,84;2;Mobilière;16;Bon
318;CLI0319;56;Saint-Louis;Commerce;623000;2000000;60;17,52;3;;46;Bon
319;CLI0320;54;Dakar;Services;848000;5000000;60;8,42;4;Immobilière;2;Bon
320;CLI0321;42;Ziguinchor;Industrie;350000;500000;48;10,65;2;Caution;10;Douteux
321;CLI0322;53;Kaolack;Commerce;203000;1000000;60;14,02;3;Mobilière;14;Bon
322;CLI0323;44;Thiès;Industrie;434000;5000000;12;10,97;0;;13;Douteux
323;CLI0324;54;Dakar;Agriculture;914000;2000000;60;15,14;3;Caution;8;Bon
324;CLI0325;24;Dakar;Commerce;305000;5000000;48;15,59;5;Mobilière;6;Bon
325;CLI0326;39;Thiès;Industrie;745000;500000;36;9,03;4;Mobilière;2;Bon
326;CLI0327;46;Kaolack;Agriculture;752000;2000000;36;13,14;1;Caution;7;Bon
327;CLI0328;63;Dakar;Services;350000;1000000;60;13,09;0;Immobilière;3;Bon
328;CLI0329;52;Dakar;Agriculture;552000;2000000;24;11,69;2;Immobilière;20;Bon
329;CLI0330;24;Ziguinchor;BTP;743000;2000000;36;17,33;4;Immobilière;4;Bon
330;CLI0331;61;Kaolack;Agriculture;382000;10000000;60;16,28;1;Caution;1;Bon
331;CLI0332;45;Dakar;Agriculture;413000;2000000;48;14,97;3;Caution;12;Bon
332;CLI0333;53;Kaolack;BTP;345000;2000000;60;15,14;1;Immobilière;14;Bon
333;CLI0334;43;Thiès;Industrie;267000;5000000;36;12,62;4;Mobilière;31;Douteux
334;CLI0335;44;Saint-Louis;Industrie;333000;1000000;48;17,21;4;Mobilière;13;Contentieux
335;CLI0336;23;Dakar;Agriculture;230000;5000000;60;14,95;5;Immobilière;6;Bon
336;CLI0337;48;Ziguinchor;BTP;456000;5000000;12;15,29;5;;24;Bon
337;CLI0338;63;Thiès;BTP;311000;500000;48;16,62;1;Immobilière;12;Bon
338;CLI0339;23;Kaolack;Services;492000;5000000;12;10,74;3;Immobilière;1;Contentieux
339;CLI0340;47;Thiès;Industrie;170000;10000000;24;16,07;1;Mobilière;13;Bon
340;CLI0341;38;Dakar;Commerce;510000;10000000;48;9,95;4;Caution;36;Bon
341;CLI0342;61;Kaolack;Industrie;600000;500000;12;11,45;4;Immobilière;8;Bon
342;CLI0343;54;Saint-Louis;Industrie;91000;1000000;36;11,36;2;Mobilière;5;Bon
343;CLI0344;;Thiès;Services;517000;1000000;36;17,79;5;Mobilière;2;Bon
344;CLI0345;64;Dakar;Commerce;671000;5000000;24;16,57;2;Immobilière;2;Douteux
345;CLI0346;60;Ziguinchor;Services;232000;5000000;48;15,01;0;Immobilière;9;Bon
346;CLI0347;50;Kaolack;Commerce;751000;5000000;48;15,27;4;Mobilière;14;Bon
347;CLI0348;63;Thiès;Agriculture;525000;1000000;48;13,62;2;Immobilière;1;Bon
348;CLI0349;47;Thiès;Commerce;323000;2000000;24;17,47;1;;42;Bon
349;CLI0350;56;Saint-Louis;Services;440000;10000000;48;12,96;5;Caution;21;Contentieux
350;CLI0351;46;Saint-Louis;Industrie;550000;2000000;36;11,81;5;;13;Bon
351;CLI0352;45;Ziguinchor;Commerce;464000;2000000;12;9,63;3;Immobilière;26;Douteux
352;CLI0353;34;Ziguinchor;Commerce;547000;1000000;36;15,86;1;;1;Bon
353;CLI0354;28;Dakar;BTP;284000;2000000;36;15,34;3;Mobilière;10;Bon
354;CLI0355;57;Dakar;Industrie;480000;500000;12;11,84;2;Immobilière;15;Contentieux
355;CLI0356;41;Ziguinchor;Agriculture;196000;5000000;36;8,25;0;Immobilière;26;Bon
356;CLI0357;22;Ziguinchor;Services;430000;500000;24;16,39;1;Immobilière;23;Douteux
357;CLI0358;29;Kaolack;Agriculture;287000;10000000;12;8,11;1;Mobilière;5;Bon
358;CLI0359;37;Saint-Louis;Industrie;318000;5000000;36;15,04;1;Mobilière;42;Douteux
359;CLI0360;35;Dakar;Commerce;672000;2000000;60;17,7;3;Immobilière;2;Bon
360;CLI0361;33;Saint-Louis;Commerce;646000;10000000;36;12,38;2;Mobilière;31;Bon
361;CLI0362;44;Saint-Louis;Industrie;560000;5000000;24;10,35;1;Immobilière;53;Douteux
362;CLI0363;36;Ziguinchor;Commerce;253000;2000000;48;15,05;1;Mobilière;3;Contentieux
363;CLI0364;49;Kaolack;Commerce;393000;500000;36;16,17;5;Immobilière;19;Contentieux
364;CLI0365;55;Thiès;Commerce;668000;5000000;48;13,46;0;Caution;1;Douteux
365;CLI0366;23;Kaolack;Services;476000;2000000;60;17,67;5;Caution;8;Douteux
366;CLI0367;53;Kaolack;Services;;500000;36;8,52;5;Mobilière;11;Bon
367;CLI0368;;Saint-Louis;BTP;521000;10000000;12;13,05;0;Immobilière;13;Bon
368;CLI0369;;Kaolack;Agriculture;485000;10000000;48;15,18;2;Immobilière;41;Bon
369;CLI0370;46;Dakar;Industrie;394000;10000000;60;16,63;5;Caution;17;Bon
370;CLI0371;43;Saint-Louis;Industrie;474000;10000000;12;9,79;2;Immobilière;10;Bon
371;CLI0372;43;Dakar;Industrie;423000;1000000;12;16;5;Immobilière;25;Bon
372;CLI0373;63;Thiès;BTP;577000;5000000;12;13,53;4;Immobilière;45;Bon
373;CLI0374;27;Saint-Louis;Services;622000;5000000;12;11,97;0;Mobilière;0;Douteux
374;CLI0375;36;Thiès;BTP;309000;1000000;36;9,32;5;Mobilière;61;Bon
375;CLI0376;64;Saint-Louis;Industrie;210000;2000000;36;16,65;4;Caution;1;Bon
376;CLI0377;58;Ziguinchor;Agriculture;;2000000;36;9,57;3;Immobilière;25;Bon
377;CLI0378;54;Kaolack;Commerce;541000;10000000;60;11,1;4;Immobilière;5;Douteux
378;CLI0379;;Ziguinchor;Services;251000;500000;60;10,9;1;Caution;2;Douteux
379;CLI0380;26;Thiès;Services;62000;2000000;60;16,71;5;Caution;9;Bon
380;CLI0381;60;Kaolack;BTP;520000;500000;24;14,73;4;Immobilière;15;Bon
381;CLI0382;25;Saint-Louis;Services;899000;5000000;60;15,97;2;Mobilière;7;Bon
382;CLI0383;27;Kaolack;Industrie;449000;500000;36;10,5;3;Immobilière;1;Bon
383;CLI0384;53;Dakar;Industrie;601000;5000000;36;14,25;5;;14;Bon
384;CLI0385;51;Kaolack;BTP;465000;1000000;24;13,72;1;Immobilière;35;Bon
385;CLI0386;56;Dakar;Industrie;432000;1000000;24;16,33;4;;7;Bon
386;CLI0387;61;Kaolack;Agriculture;615000;10000000;60;17,06;3;Mobilière;4;Bon
387;CLI0388;37;Dakar;BTP;398000;2000000;48;8,12;5;Mobilière;9;Contentieux
388;CLI0389;34;Thiès;Agriculture;498000;10000000;24;14,74;3;Immobilière;1;Contentieux
389;CLI0390;63;Ziguinchor;Commerce;508000;5000000;12;8,52;1;Mobilière;26;Bon
390;CLI0391;51;Saint-Louis;Agriculture;330000;10000000;36;;4;Mobilière;26;Bon
391;CLI0392;40;Kaolack;Commerce;629000;500000;12;10,88;3;Immobilière;13;Bon
392;CLI0393;38;Ziguinchor;Commerce;419000;5000000;36;11,07;3;Mobilière;7;Bon
393;CLI0394;40;Saint-Louis;Agriculture;314000;1000000;36;11,53;0;;24;Contentieux
394;CLI0395;49;Saint-Louis;BTP;547000;2000000;24;14,21;3;Mobilière;12;Bon
395;CLI0396;47;Dakar;Industrie;288000;5000000;24;11,34;0;Caution;26;Douteux
396;CLI0397;58;Thiès;Industrie;455000;5000000;12;15,33;4;Immobilière;15;Bon
397;CLI0398;47;Thiès;Commerce;448000;500000;36;12,05;5;Mobilière;23;Contentieux
398;CLI0399;44;Ziguinchor;Commerce;645000;2000000;12;8,68;5;Immobilière;14;Bon
399;CLI0400;30;Thiès;BTP;535000;1000000;48;15,84;4;Mobilière;8;Douteux
400;CLI0401;33;Kaolack;Services;445000;5000000;12;10,86;4;;48;Bon
401;CLI0402;22;Thiès;Agriculture;597000;5000000;60;12,33;2;Mobilière;12;Bon
402;CLI0403;22;Ziguinchor;Commerce;700000;500000;12;;4;Immobilière;14;Bon
403;CLI0404;55;Thiès;Industrie;550000;10000000;60;11,32;3;Immobilière;4;Bon
404;CLI0405;53;Kaolack;BTP;452000;1000000;60;8,57;5;Mobilière;15;Contentieux
405;CLI0406;46;Dakar;Agriculture;214000;2000000;60;11,74;1;Mobilière;13;Contentieux
406;CLI0407;61;Ziguinchor;BTP;258000;5000000;48;17,44;5;Caution;3;Douteux
407;CLI0408;22;Dakar;Agriculture;395000;5000000;12;14,42;0;Caution;1;Bon
408;CLI0409;37;Dakar;Agriculture;340000;1000000;12;14,71;5;Mobilière;14;Douteux
409;CLI0410;60;Dakar;Commerce;;10000000;48;14,32;2;Immobilière;22;Bon
410;CLI0411;26;Saint-Louis;BTP;460000;5000000;36;9,99;4;Immobilière;11;Bon
411;CLI0412;43;Saint-Louis;BTP;545000;1000000;24;12,18;4;Immobilière;4;Bon
412;CLI0413;50;Dakar;Industrie;437000;500000;12;15,51;5;Immobilière;16;Bon
413;CLI0414;24;Ziguinchor;Industrie;;10000000;24;9,01;1;Mobilière;1;Bon
414;CLI0415;33;Kaolack;Commerce;462000;2000000;48;10,78;1;Mobilière;9;Bon
415;CLI0416;47;Kaolack;Commerce;94000;5000000;36;10,76;2;Mobilière;3;Bon
416;CLI0417;37;Thiès;Services;281000;1000000;36;12,32;0;Immobilière;3;Douteux
417;CLI0418;58;Ziguinchor;Industrie;424000;500000;36;17,8;5;Immobilière;3;Bon
418;CLI0419;43;Saint-Louis;Agriculture;232000;2000000;48;8,68;4;Immobilière;7;Bon
419;CLI0420;50;Dakar;BTP;558000;1000000;60;13,19;5;Immobilière;1;Bon
420;CLI0421;35;Thiès;Commerce;726000;1000000;60;9,79;2;Caution;8;Bon
421;CLI0422;49;Kaolack;BTP;669000;2000000;24;17,71;3;Immobilière;11;Bon
422;CLI0423;26;Saint-Louis;BTP;412000;500000;60;9,13;3;Mobilière;10;Bon
423;CLI0424;51;Saint-Louis;Services;718000;500000;60;12,04;2;Immobilière;7;Bon
424;CLI0425;26;Dakar;Industrie;477000;10000000;36;15,38;4;Caution;27;Douteux
425;CLI0426;33;Kaolack;Commerce;389000;5000000;36;15,05;2;Mobilière;2;Bon
426;CLI0427;37;Ziguinchor;BTP;340000;2000000;24;12,23;4;Immobilière;11;Douteux
427;CLI0428;47;Saint-Louis;Commerce;396000;2000000;12;11,47;1;Mobilière;1;Bon
428;CLI0429;47;Dakar;Agriculture;380000;2000000;24;11,98;2;Caution;1;Bon
429;CLI0430;42;Ziguinchor;Services;481000;500000;24;10,64;4;;13;Douteux
430;CLI0431;60;Kaolack;Agriculture;479000;5000000;48;10,05;2;Immobilière;13;Bon
431;CLI0432;57;Saint-Louis;Commerce;451000;10000000;48;12,83;2;Caution;32;Bon
432;CLI0433;54;Ziguinchor;Commerce;529000;1000000;24;10,69;4;;12;Douteux
433;CLI0434;51;Ziguinchor;Industrie;664000;1000000;24;10,87;4;;48;Bon
434;CLI0435;58;Ziguinchor;BTP;621000;2000000;24;14,57;0;Mobilière;1;Douteux
435;CLI0436;44;Saint-Louis;BTP;183000;5000000;60;17,69;2;Mobilière;2;Bon
436;CLI0437;31;Saint-Louis;Agriculture;-10000;500000;48;14,04;3;Mobilière;1;Douteux
437;CLI0438;26;Thiès;Services;618000;5000000;24;8,77;2;Caution;3;Bon
438;CLI0439;57;Kaolack;BTP;204000;5000000;36;8,76;2;Mobilière;12;Bon
439;CLI0440;55;Dakar;Industrie;;500000;36;17,51;4;Mobilière;16;Bon
440;CLI0441;52;Ziguinchor;Agriculture;239000;2000000;60;10,97;2;Mobilière;1;Bon
441;CLI0442;31;Thiès;Agriculture;126000;5000000;60;8,92;5;Caution;44;Bon
442;CLI0443;40;Dakar;Industrie;547000;1000000;12;13,99;2;Caution;28;Bon
443;CLI0444;53;Thiès;Services;587000;500000;12;14,24;5;Immobilière;5;Bon
444;CLI0445;22;Saint-Louis;Industrie;346000;10000000;12;14,49;3;Caution;1;Bon
445;CLI0446;26;Ziguinchor;Services;-16000;2000000;60;10,67;4;Mobilière;3;Bon
446;CLI0447;25;Dakar;Industrie;352000;500000;60;8,15;2;Caution;2;Contentieux
447;CLI0448;37;Dakar;Industrie;521000;10000000;60;17,65;5;Mobilière;2;Bon
448;CLI0449;45;Dakar;Commerce;184000;10000000;36;10,51;5;Immobilière;11;Bon
449;CLI0450;37;Dakar;Agriculture;483000;5000000;60;14,76;5;;4;Bon
450;CLI0451;23;Dakar;Industrie;447000;5000000;36;15,07;1;Immobilière;7;Bon
451;CLI0452;49;Thiès;Industrie;554000;5000000;12;14,1;0;Caution;68;Contentieux
452;CLI0453;53;Ziguinchor;BTP;;500000;12;11,13;3;Mobilière;17;Bon
453;CLI0454;48;Saint-Louis;Agriculture;275000;500000;12;10,71;2;Mobilière;45;Contentieux
454;CLI0455;41;Saint-Louis;BTP;665000;2000000;24;13,98;1;Immobilière;2;Bon
455;CLI0456;45;Saint-Louis;Agriculture;421000;5000000;24;16,66;2;Mobilière;7;Douteux
456;CLI0457;33;Saint-Louis;BTP;445000;10000000;48;17,47;2;Immobilière;12;Bon
457;CLI0458;56;Thiès;Industrie;282000;1000000;48;9,06;4;Immobilière;1;Douteux
458;CLI0459;54;Kaolack;Industrie;370000;2000000;48;9,55;4;Immobilière;0;Bon
459;CLI0460;54;Ziguinchor;Commerce;291000;500000;24;17,45;4;Immobilière;17;Bon
460;CLI0461;64;Dakar;BTP;419000;2000000;24;15,37;1;;15;Bon
461;CLI0462;58;Kaolack;Services;758000;2000000;48;16,83;2;;8;Bon
462;CLI0463;33;Saint-Louis;Commerce;203000;2000000;48;10,03;0;Immobilière;10;Contentieux
463;CLI0464;24;Kaolack;BTP;160000;2000000;60;13,88;3;Caution;8;Bon
464;CLI0465;22;Ziguinchor;BTP;715000;1000000;48;15,01;4;Immobilière;0;Bon
465;CLI0466;54;Dakar;Commerce;412000;5000000;60;14,8;4;Mobilière;6;Douteux
466;CLI0467;61;Dakar;Industrie;330000;10000000;36;12,08;2;Caution;3;Bon
467;CLI0468;31;Ziguinchor;BTP;637000;2000000;24;8,15;2;;2;Contentieux
468;CLI0469;64;Ziguinchor;Industrie;341000;2000000;48;13,83;1;Mobilière;47;Douteux
469;CLI0470;50;Saint-Louis;Commerce;779000;2000000;24;10,53;1;Caution;14;Bon
470;CLI0471;34;Dakar;Industrie;572000;5000000;24;12,5;4;Immobilière;20;Douteux
471;CLI0472;33;Kaolack;Agriculture;362000;500000;24;17,58;2;;6;Bon
472;CLI0473;52;Thiès;Services;838000;500000;36;11,99;0;Immobilière;7;Bon
473;CLI0474;23;Thiès;BTP;341000;1000000;12;16,4;3;Mobilière;4;Bon
474;CLI0475;56;Ziguinchor;Services;584000;500000;48;9,89;2;Mobilière;2;Bon
475;CLI0476;44;Saint-Louis;Industrie;504000;2000000;12;14,72;2;Mobilière;3;Douteux
476;CLI0477;38;Thiès;BTP;684000;2000000;12;17,77;5;Immobilière;24;Contentieux
477;CLI0478;47;Dakar;Industrie;731000;2000000;12;9,02;1;;17;Bon
478;CLI0479;29;Ziguinchor;Agriculture;456000;1000000;24;8,08;3;Immobilière;12;Bon
479;CLI0480;50;Kaolack;Commerce;314000;2000000;60;12,34;4;Mobilière;10;Contentieux
480;CLI0481;47;Ziguinchor;BTP;533000;500000;24;8,93;2;Immobilière;38;Bon
481;CLI0482;31;Kaolack;Agriculture;328000;5000000;24;15,48;4;Immobilière;1;Bon
482;CLI0483;47;Ziguinchor;Agriculture;812000;5000000;12;17,15;2;Mobilière;5;Bon
483;CLI0484;55;Ziguinchor;BTP;;10000000;24;12,34;4;Mobilière;6;Contentieux
484;CLI0485;62;Ziguinchor;Industrie;;500000;12;10,59;3;Immobilière;23;Bon
485;CLI0486;28;Kaolack;Agriculture;483000;2000000;60;12,34;1;Immobilière;73;Douteux
486;CLI0487;25;Kaolack;Services;208000;5000000;48;15,23;3;Mobilière;4;Douteux
487;CLI0488;32;Ziguinchor;Agriculture;275000;500000;12;8,09;5;Caution;31;Bon
488;CLI0489;50;Thiès;Industrie;666000;5000000;60;13,89;0;Caution;27;Bon
489;CLI0490;57;Saint-Louis;Industrie;332000;2000000;48;14,13;1;Immobilière;4;Douteux
490;CLI0491;46;Saint-Louis;Services;262000;5000000;36;14,38;3;Immobilière;8;Bon
491;CLI0492;42;Saint-Louis;Agriculture;547000;10000000;12;10,42;5;Immobilière;8;Douteux
492;CLI0493;57;Kaolack;Industrie;663000;10000000;12;15,14;0;Immobilière;57;Contentieux
493;CLI0494;31;Kaolack;BTP;579000;5000000;36;8,91;5;Mobilière;3;Bon
494;CLI0495;58;Thiès;Commerce;629000;500000;36;;2;Mobilière;24;Douteux
495;CLI0496;30;Saint-Louis;Commerce;314000;500000;12;16,77;2;Immobilière;6;Douteux
496;CLI0497;45;Saint-Louis;Commerce;194000;500000;36;15,39;4;Immobilière;20;Douteux
497;CLI0498;56;Ziguinchor;Agriculture;720000;5000000;24;8,14;1;Immobilière;8;Bon
498;CLI0499;56;Kaolack;Services;392000;500000;48;10,48;2;Caution;13;Bon
499;CLI0500;57;Saint-Louis;Industrie;405000;2000000;48;10,14;5;;27;Bon
500;CLI0011;32;Dakar;BTP;643000;2000000;12;14,33;2;Mobilière;13;Bon
501;CLI0056;23;Dakar;BTP;709000;2000000;48;10,87;1;Caution;17;Bon
502;CLI0121;26;Dakar;BTP;404000;5000000;60;;0;;14;Douteux
